dtype,prefill_time_sec,decode_time_sec,per_token_decode_latency_ms,throughput_tokens_per_sec,gpu_memory_MB
torch.float16,0.5989229679107666,3.2374560832977295,25.29262565076351,39.53721585919305,16871.07421875
torch.float32,1.8723766803741455,8.312853336334229,64.94416669011116,15.397841730291487,36794.0048828125
